# X, Y, Penetration Depth, Frames to Capture
2.50,15.00,2.53,30.00
3.00,15.00,2.46,30.00
3.50,15.00,2.40,30.00
4.00,15.00,2.35,30.00
4.50,15.00,2.31,30.00
5.00,15.00,2.28,30.00
5.50,15.00,2.27,30.00
6.00,15.00,2.26,30.00
6.50,15.00,2.25,30.00
7.00,15.00,2.25,30.00
7.50,15.00,2.25,30.00
8.00,15.00,2.25,30.00
8.50,15.00,2.25,30.00
9.00,15.00,2.25,30.00
9.50,15.00,2.25,30.00
10.00,15.00,2.26,30.00
10.50,15.00,2.27,30.00
11.00,15.00,2.28,30.00
11.50,15.00,2.31,30.00
12.00,15.00,2.35,30.00
12.50,15.00,2.40,30.00
13.00,15.00,2.46,30.00
13.50,15.00,2.53,30.00
14.00,15.00,2.61,30.00
14.50,15.00,2.70,30.00
15.00,15.00,2.80,30.00
15.50,15.00,2.91,30.00
16.00,15.00,3.03,30.00
0.00,15.50,3.04,30.00
0.50,15.50,2.92,30.00
1.00,15.50,2.82,30.00
1.50,15.50,2.72,30.00
2.00,15.50,2.63,30.00
2.50,15.50,2.55,30.00
3.00,15.50,2.48,30.00
3.50,15.50,2.43,30.00
4.00,15.50,2.38,30.00
4.50,15.50,2.35,30.00
5.00,15.50,2.32,30.00
5.50,15.50,2.31,30.00
6.00,15.50,2.30,30.00
6.50,15.50,2.29,30.00
7.00,15.50,2.29,30.00
7.50,15.50,2.29,30.00
8.00,15.50,2.29,30.00
8.50,15.50,2.29,30.00
9.00,15.50,2.29,30.00
9.50,15.50,2.29,30.00
10.00,15.50,2.30,30.00
10.50,15.50,2.31,30.00
11.00,15.50,2.32,30.00
11.50,15.50,2.35,30.00
12.00,15.50,2.38,30.00
12.50,15.50,2.43,30.00
13.00,15.50,2.48,30.00
13.50,15.50,2.55,30.00
14.00,15.50,2.63,30.00
14.50,15.50,2.72,30.00
15.00,15.50,2.82,30.00
15.50,15.50,2.92,30.00
16.00,15.50,3.04,30.00
0.00,16.00,3.06,30.00
0.50,16.00,2.94,30.00
1.00,16.00,2.83,30.00
1.50,16.00,2.74,30.00
2.00,16.00,2.65,30.00
2.50,16.00,2.58,30.00
3.00,16.00,2.51,30.00
3.50,16.00,2.46,30.00
4.00,16.00,2.42,30.00
4.50,16.00,2.39,30.00
5.00,16.00,2.37,30.00
5.50,16.00,2.35,30.00
6.00,16.00,2.34,30.00
6.50,16.00,2.34,30.00
7.00,16.00,2.34,30.00
7.50,16.00,2.34,30.00
8.00,16.00,2.34,30.00
8.50,16.00,2.34,30.00
9.00,16.00,2.34,30.00
9.50,16.00,2.34,30.00
10.00,16.00,2.34,30.00
10.50,16.00,2.35,30.00
11.00,16.00,2.37,30.00
11.50,16.00,2.39,30.00
12.00,16.00,2.42,30.00
12.50,16.00,2.46,30.00
13.00,16.00,2.51,30.00
13.50,16.00,2.58,30.00
14.00,16.00,2.65,30.00
14.50,16.00,2.74,30.00
15.00,16.00,2.83,30.00
15.50,16.00,2.94,30.00
16.00,16.00,3.06,30.00
0.00,16.50,3.07,30.00
0.50,16.50,2.96,30.00
1.00,16.50,2.86,30.00
1.50,16.50,2.76,30.00
2.00,16.50,2.68,30.00
2.50,16.50,2.61,30.00
3.00,16.50,2.55,30.00
3.50,16.50,2.50,30.00
4.00,16.50,2.46,30.00
4.50,16.50,2.43,30.00
5.00,16.50,2.41,30.00
5.50,16.50,2.40,30.00
6.00,16.50,2.39,30.00
6.50,16.50,2.39,30.00
7.00,16.50,2.39,30.00
7.50,16.50,2.39,30.00
8.00,16.50,2.39,30.00
8.50,16.50,2.39,30.00
9.00,16.50,2.39,30.00
9.50,16.50,2.39,30.00
10.00,16.50,2.39,30.00
10.50,16.50,2.40,30.00
11.00,16.50,2.41,30.00
11.50,16.50,2.43,30.00
12.00,16.50,2.46,30.00
12.50,16.50,2.50,30.00
13.00,16.50,2.55,30.00
13.50,16.50,2.61,30.00
14.00,16.50,2.68,30.00
14.50,16.50,2.76,30.00
15.00,16.50,2.86,30.00
15.50,16.50,2.96,30.00
16.00,16.50,3.07,30.00
0.00,17.00,3.09,30.00
0.50,17.00,2.98,30.00
1.00,17.00,2.88,30.00
1.50,17.00,2.79,30.00
2.00,17.00,2.71,30.00
2.50,17.00,2.64,30.00
3.00,17.00,2.59,30.00
3.50,17.00,2.54,30.00
4.00,17.00,2.51,30.00
4.50,17.00,2.48,30.00
5.00,17.00,2.46,30.00
5.50,17.00,2.45,30.00
6.00,17.00,2.45,30.00
6.50,17.00,2.44,30.00
7.00,17.00,2.44,30.00
7.50,17.00,2.44,30.00
8.00,17.00,2.44,30.00
8.50,17.00,2.44,30.00
9.00,17.00,2.44,30.00
9.50,17.00,2.44,30.00
10.00,17.00,2.45,30.00
10.50,17.00,2.45,30.00
11.00,17.00,2.46,30.00
11.50,17.00,2.48,30.00
12.00,17.00,2.51,30.00
12.50,17.00,2.54,30.00
13.00,17.00,2.59,30.00
13.50,17.00,2.64,30.00
14.00,17.00,2.71,30.00
14.50,17.00,2.79,30.00
15.00,17.00,2.88,30.00
15.50,17.00,2.98,30.00
16.00,17.00,3.09,30.00
0.00,17.50,3.12,30.00
0.50,17.50,3.01,30.00
1.00,17.50,2.91,30.00
1.50,17.50,2.83,30.00
2.00,17.50,2.75,30.00
2.50,17.50,2.69,30.00
3.00,17.50,2.63,30.00
3.50,17.50,2.59,30.00
4.00,17.50,2.56,30.00
4.50,17.50,2.53,30.00
5.00,17.50,2.52,30.00
5.50,17.50,2.51,30.00
6.00,17.50,2.50,30.00
6.50,17.50,2.50,30.00
7.00,17.50,2.50,30.00
7.50,17.50,2.50,30.00
8.00,17.50,2.50,30.00
8.50,17.50,2.50,30.00
9.00,17.50,2.50,30.00
9.50,17.50,2.50,30.00
10.00,17.50,2.50,30.00
10.50,17.50,2.51,30.00
11.00,17.50,2.52,30.00
11.50,17.50,2.53,30.00
12.00,17.50,2.56,30.00
12.50,17.50,2.59,30.00
13.00,17.50,2.63,30.00
13.50,17.50,2.69,30.00
14.00,17.50,2.75,30.00
14.50,17.50,2.83,30.00
15.00,17.50,2.91,30.00
15.50,17.50,3.01,30.00
16.00,17.50,3.12,30.00
0.00,18.00,3.15,30.00
0.50,18.00,3.04,30.00
1.00,18.00,2.95,30.00
1.50,18.00,2.86,30.00
2.00,18.00,2.79,30.00
2.50,18.00,2.73,30.00
3.00,18.00,2.68,30.00
3.50,18.00,2.64,30.00
4.00,18.00,2.61,30.00
4.50,18.00,2.59,30.00
5.00,18.00,2.58,30.00
5.50,18.00,2.57,30.00
6.00,18.00,2.56,30.00
6.50,18.00,2.56,30.00
7.00,18.00,2.56,30.00
7.50,18.00,2.56,30.00
8.00,18.00,2.56,30.00
8.50,18.00,2.56,30.00
9.00,18.00,2.56,30.00
9.50,18.00,2.56,30.00
10.00,18.00,2.56,30.00
10.50,18.00,2.57,30.00
11.00,18.00,2.58,30.00
11.50,18.00,2.59,30.00
12.00,18.00,2.61,30.00
12.50,18.00,2.64,30.00
13.00,18.00,2.68,30.00
13.50,18.00,2.73,30.00
14.00,18.00,2.79,30.00
14.50,18.00,2.86,30.00
15.00,18.00,2.95,30.00
15.50,18.00,3.04,30.00
16.00,18.00,3.15,30.00
